Id,Requester id,Group,Status,Priority,Via,Created at,Updated at,Assigned at,Initially assigned at,Solved at,Resolution time,Satisfaction Score,Reopens,Replies,First reply time in minutes within business hours,First resolution time in minutes,First resolution time in minutes within business hours,Full resolution time in minutes,Full resolution time in minutes within business hours,Requester wait time in minutes,Requester wait time in minutes within business hours,Manual Tagging of Categories [list]
318233,7303317119773,Support,Closed,Low,Internal Communication,03-05-2023 09:47,01-06-2023 06:07,03-05-2023 10:42,03-05-2023 10:42,03-05-2023 17:01,7,Offered,0,4,1,434,434,434,434,435,435,-
318234,10011798091293,Reimbursement Claims,Closed,Low,Mail,03-05-2023 09:52,18-06-2023 00:32,03-05-2023 13:57,03-05-2023 10:46,28-05-2023 23:46,614,,0,6,3632,36833,18667,36833,18667,36834,18667,-
318236,10733933203485,Reimbursement Claims,Closed,Low,Mail,03-05-2023 09:58,07-06-2023 06:43,03-05-2023 13:51,03-05-2023 13:51,15-05-2023 12:29,291,,0,4,1068,17431,8791,17431,8791,17431,8791,-
318240,10734015569693,Reimbursement Claims,Solved,Low,Mail,03-05-2023 10:05,16-06-2023 12:24,03-05-2023 13:52,03-05-2023 13:52,16-06-2023 12:24,1058,,0,7,227,63499,31819,63499,31819,63500,31820,-
318242,10734040332189,Support,Closed,Low,Mail,03-05-2023 10:11,06-06-2023 06:11,03-05-2023 10:46,03-05-2023 10:46,08-05-2023 21:15,131,Offered,0,4,60,7864,4249,7864,4249,7864,4249,Others
318243,7250290940573,Endorsements,Solved,Low,Mail,03-05-2023 10:12,12-06-2023 12:34,16-05-2023 11:24,16-05-2023 11:24,12-06-2023 12:34,962,,0,1,9499,57742,28942,57742,28942,18859,9499,-
318245,8571909373341,Endorsements,Closed,Low,Closed Ticket,03-05-2023 10:16,08-06-2023 17:38,03-05-2023 11:31,03-05-2023 11:31,19-05-2023 17:14,391,,0,0,,23458,11578,23458,11578,23458,11578,-
318251,7250290940573,Endorsements,Pending,Low,Mail,03-05-2023 10:25,17-05-2023 11:11,16-05-2023 11:31,16-05-2023 11:31,,,,0,1,10127,,,,,20207,10127,-
318259,10338756450845,Reimbursement Claims,Closed,Low,Mail,03-05-2023 10:32,03-05-2023 13:53,03-05-2023 13:53,03-05-2023 13:53,03-05-2023 13:53,3,,0,0,,201,201,201,201,201,201,-
318260,7303215763997,Endorsements,Pending,Low,Mail,03-05-2023 10:35,03-05-2023 18:28,03-05-2023 11:30,03-05-2023 11:30,,,,0,1,473,,,,,473,473,-
318262,10734239914141,Support,Closed,Low,Mail,03-05-2023 10:36,01-06-2023 06:07,03-05-2023 10:46,03-05-2023 10:46,03-05-2023 15:06,5,Offered,0,1,15,271,271,271,271,270,270,-
318271,6688481712541,Reimbursement Claims,Closed,Low,Mail,03-05-2023 10:50,01-06-2023 06:07,03-05-2023 11:55,03-05-2023 11:55,03-05-2023 10:50,0,,0,1,66,0,0,0,0,0,0,-
318276,7613063377565,Support,Closed,Low,Mail,03-05-2023 10:51,11-06-2023 21:37,03-05-2023 10:55,03-05-2023 10:55,22-05-2023 21:00,466,Offered,0,2,24,27969,14288,27969,14288,27969,14288,Is my treatment covered (IMTC)
318278,9962972286365,Support,Closed,Low,Internal Communication,03-05-2023 10:53,01-06-2023 06:07,03-05-2023 10:55,03-05-2023 10:55,03-05-2023 16:58,6,Offered,0,1,365,365,365,365,365,365,365,-
318293,7223912149277,Reimbursement Claims,Hold,Low,OutBound,03-05-2023 11:03,14-06-2023 15:16,03-05-2023 11:03,03-05-2023 11:03,,,,0,5,9957,,,,,60733,30495,-
318295,10734448759069,Support,Closed,Low,Mail,03-05-2023 11:03,11-06-2023 21:37,03-05-2023 11:07,03-05-2023 11:07,22-05-2023 21:00,466,Offered,0,1,22,27957,14277,27957,14277,27957,14277,Claims
318300,7303106072349,Support,Closed,Low,Mail,03-05-2023 11:05,01-06-2023 06:07,03-05-2023 11:07,03-05-2023 11:07,03-05-2023 11:16,0,Offered,0,1,10,10,10,10,10,11,11,-
318303,10696566138653,Support,Closed,Low,Mail,03-05-2023 11:06,03-05-2023 11:31,03-05-2023 11:07,03-05-2023 11:07,03-05-2023 11:31,0,Offered,0,0,,25,25,25,25,25,25,-
318304,10734467587485,Support,Closed,Low,Mail,03-05-2023 11:06,01-06-2023 06:07,03-05-2023 11:08,03-05-2023 11:08,03-05-2023 12:00,1,5,0,1,54,54,54,54,54,54,54,-
318313,8755633173277,Reimbursement Claims,Closed,Low,Mail,03-05-2023 11:11,03-05-2023 14:02,03-05-2023 14:02,03-05-2023 14:02,03-05-2023 14:02,3,,0,0,,171,171,171,171,171,171,-
318324,10124706583453,Endorsements,Closed,Low,Internal Communication,03-05-2023 11:15,07-06-2023 06:43,12-05-2023 14:41,12-05-2023 14:41,15-05-2023 11:38,288,,0,0,,17303,8663,17303,8663,17304,8664,-
318334,7349865078941,Support,Closed,Low,Mail,03-05-2023 11:21,04-06-2023 06:02,05-05-2023 10:08,03-05-2023 11:43,06-05-2023 20:57,82,Offered,0,3,63,4895,2735,4895,2735,3803,2220,Health ID
318338,10734590247837,Support,Closed,Low,Mail,03-05-2023 11:24,02-06-2023 06:08,03-05-2023 11:28,03-05-2023 11:28,04-05-2023 22:12,35,Offered,0,2,290,2088,1296,2088,1296,2089,1296,Others
318341,10155832636189,Reimbursement Claims,Closed,Low,OutBound,03-05-2023 11:25,01-06-2023 06:07,03-05-2023 11:25,03-05-2023 11:25,03-05-2023 11:25,0,,0,0,,0,0,0,0,0,0,-
318342,7303317119773,Support,Closed,Low,Internal Communication,03-05-2023 11:27,01-06-2023 06:07,03-05-2023 11:30,03-05-2023 11:30,03-05-2023 16:05,5,Offered,0,2,2,278,278,278,278,278,278,Manage dependents
318345,7303167768989,Support,Closed,Low,Mail,03-05-2023 11:29,02-06-2023 06:08,03-05-2023 11:36,03-05-2023 11:36,04-05-2023 11:50,24,5,0,1,7,1461,741,1461,741,1461,741,-
318347,9852971878173,Support,Closed,Low,Internal Communication,03-05-2023 11:30,01-06-2023 06:07,03-05-2023 11:40,03-05-2023 11:40,03-05-2023 16:21,5,Offered,0,3,41,291,291,291,291,291,291,-
318351,7250290940573,Endorsements,Closed,Low,Mail,03-05-2023 11:32,15-06-2023 15:37,16-05-2023 11:32,16-05-2023 11:32,26-05-2023 15:05,556,,0,0,,33333,16773,33333,16773,33334,16774,-
318354,7302577737117,Endorsements,Solved,Low,Closed Ticket,03-05-2023 11:34,14-06-2023 16:44,30-05-2023 15:52,30-05-2023 15:52,14-06-2023 16:44,1013,,0,1,30550,60790,30550,60790,30550,60791,30551,-
318358,10734757801373,Support,Closed,Low,Mail,03-05-2023 11:35,03-06-2023 06:07,03-05-2023 11:53,03-05-2023 11:53,05-05-2023 13:37,50,Offered,0,2,57,3001,1561,3001,1561,3001,1561,Health ID
318359,6659359925789,Endorsements,Closed,Low,Mail,03-05-2023 11:36,08-06-2023 17:38,16-05-2023 11:33,16-05-2023 11:33,19-05-2023 16:44,389,,0,1,11468,23348,11468,23348,11468,23348,11828,-
318371,10734863963805,Reimbursement Claims,Closed,Low,Mail,03-05-2023 11:44,12-06-2023 16:37,16-05-2023 10:15,03-05-2023 14:13,23-05-2023 16:29,485,,0,4,440,29085,14685,29085,14685,29085,14686,-
318374,7223540740637,Support,Open,Low,Mail,03-05-2023 11:46,08-05-2023 12:54,03-05-2023 15:12,03-05-2023 15:12,,,,0,0,,,,,,206,206,-
318379,9815067454877,Support,Closed,Low,Mail,03-05-2023 11:49,02-06-2023 06:08,03-05-2023 11:57,03-05-2023 11:57,04-05-2023 22:11,34,Offered,0,3,52,2062,1270,2062,1270,2062,1270,Is my treatment covered (IMTC)
318380,7225102433821,Endorsements,Closed,Low,Mail,03-05-2023 11:50,06-06-2023 06:11,03-05-2023 11:57,03-05-2023 11:57,08-05-2023 21:39,130,,0,1,50,7789,4150,7789,4150,50,50,-
318382,7250290940573,Endorsements,Solved,Low,Mail,03-05-2023 11:51,12-06-2023 15:46,16-05-2023 11:34,16-05-2023 11:34,12-06-2023 15:46,964,,0,1,29035,57835,29035,57835,29035,19082,9722,-
318385,9962972286365,Support,Closed,Low,Internal Communication,03-05-2023 11:52,01-06-2023 06:07,03-05-2023 11:57,03-05-2023 11:57,03-05-2023 12:41,1,Offered,0,2,36,49,49,49,49,49,49,-
318386,7223472162077,Support,Closed,Low,Internal Communication,03-05-2023 11:52,01-06-2023 06:07,03-05-2023 11:58,03-05-2023 11:58,03-05-2023 14:36,3,Offered,0,1,164,164,164,164,164,164,164,-
318390,7308599892637,Onboardings,Pending,Low,Mail,03-05-2023 11:55,31-05-2023 18:07,03-05-2023 14:03,03-05-2023 14:03,,,,0,5,132,,,,,1999,1279,-
318393,7303647588637,Support,Closed,Low,Internal Communication,03-05-2023 12:00,01-06-2023 06:07,03-05-2023 12:30,03-05-2023 12:30,03-05-2023 20:24,8,Offered,0,1,504,504,504,504,504,505,505,-
318394,10735088627229,Support,Closed,Low,Mail,03-05-2023 12:01,03-06-2023 06:07,03-05-2023 12:31,03-05-2023 12:31,05-05-2023 10:46,47,Offered,0,2,94,2805,1365,2805,1365,2805,1365,-
318396,10735088627229,Support,Closed,Low,Mail,03-05-2023 12:03,04-06-2023 06:02,03-05-2023 12:31,03-05-2023 12:31,06-05-2023 20:55,81,Offered,0,1,101,4852,2692,4852,2692,4852,2692,Is my treatment covered (IMTC)
318399,9228356151709,Endorsements,Pending,Low,Closed Ticket,03-05-2023 12:06,12-05-2023 18:10,05-05-2023 13:01,05-05-2023 13:01,,,,0,0,,,,,,13323,6843,-
318402,6688481712541,Reimbursement Claims,Closed,Low,Mail,03-05-2023 12:07,01-06-2023 06:07,08-05-2023 11:19,08-05-2023 11:19,03-05-2023 12:07,0,,0,1,3552,0,0,0,0,0,0,-
318405,10735190866717,Support,Closed,Low,Mail,03-05-2023 12:09,04-06-2023 06:02,03-05-2023 12:31,03-05-2023 12:31,06-05-2023 20:55,81,Offered,0,2,88,4847,2687,4847,2687,4846,2686,Manage dependents
318414,7303169348637,Support,Closed,Low,Mail,03-05-2023 12:14,12-06-2023 11:33,23-05-2023 10:39,03-05-2023 12:33,23-05-2023 10:39,478,Offered,0,1,19,28705,14305,28705,14305,28705,14305,-
318417,10637933576861,Onboardings,Solved,Low,OutBound,03-05-2023 12:16,12-06-2023 22:38,03-05-2023 12:16,03-05-2023 12:16,12-06-2023 22:38,970,,0,7,1166,58222,29324,58222,29324,2944,1996,-
318427,10712199380765,Onboardings,Solved,Low,OutBound,03-05-2023 12:21,06-06-2023 18:57,03-05-2023 12:21,03-05-2023 12:21,06-06-2023 18:57,823,,0,8,322,49357,24877,49357,24877,5187,2914,-
318434,7235619730717,Endorsements,Closed,Low,Mail,03-05-2023 12:22,01-06-2023 06:07,03-05-2023 13:01,03-05-2023 13:01,03-05-2023 12:22,0,,0,1,38,0,0,0,0,0,0,-
318438,10735436359709,Onboardings,Closed,Low,Mail,03-05-2023 12:26,13-06-2023 11:34,03-05-2023 18:06,03-05-2023 18:06,24-05-2023 10:47,502,,0,7,340,30141,15021,30141,15021,505,505,-
318439,9291437865117,Onboardings,Solved,Low,Mail,03-05-2023 12:27,31-05-2023 17:06,03-05-2023 18:08,03-05-2023 18:08,31-05-2023 17:06,677,,0,16,349,40599,20439,40599,20439,5231,2493,-
318445,7303317119773,Support,Closed,Low,Internal Communication,03-05-2023 12:29,01-06-2023 06:07,03-05-2023 12:32,03-05-2023 12:32,03-05-2023 12:45,0,Offered,0,2,1,16,16,16,16,16,16,-
318450,8244985246365,Reimbursement Claims,Closed,Low,Mail,03-05-2023 12:30,02-06-2023 06:08,03-05-2023 14:26,03-05-2023 14:26,04-05-2023 15:52,27,,0,0,,1642,922,1642,922,1642,922,-
318459,8873952134429,Support,Closed,Urgent,Internal Communication,03-05-2023 12:36,07-06-2023 06:09,03-05-2023 13:29,03-05-2023 13:29,09-05-2023 13:07,145,Offered,0,2,1934,8671,4351,8671,4351,4992,2832,-
318460,10234741988381,Onboardings,Closed,Low,Mail,03-05-2023 12:36,07-06-2023 06:43,05-05-2023 11:06,04-05-2023 10:57,15-05-2023 11:58,287,,0,7,1621,17242,8602,17242,8602,4138,1978,-
318464,9228356151709,Endorsements,Pending,Low,Closed Ticket,03-05-2023 12:37,09-05-2023 18:27,05-05-2023 13:00,05-05-2023 13:00,,,,0,0,,,,,,8991,4671,-
318465,6764218515229,Support,Closed,Low,Internal Communication,03-05-2023 12:37,01-06-2023 06:07,03-05-2023 12:55,03-05-2023 12:55,03-05-2023 18:09,6,Offered,0,1,332,332,332,332,332,332,332,Claims
318475,7235619730717,Endorsements,Closed,Low,Mail,03-05-2023 12:43,01-06-2023 06:07,03-05-2023 13:02,03-05-2023 13:02,03-05-2023 12:43,0,,0,1,19,0,0,0,0,0,0,-
318485,7223272717853,Support,Closed,Low,Mail,03-05-2023 12:47,01-06-2023 06:07,03-05-2023 12:54,03-05-2023 12:54,03-05-2023 14:55,2,Offered,0,2,18,127,127,127,127,127,127,Is my treatment covered (IMTC)
318486,7303014714909,Endorsements,Pending,Low,Mail,03-05-2023 12:48,11-05-2023 08:48,05-05-2023 13:00,05-05-2023 13:00,,,,0,1,5532,,,,,11280,5532,-
318489,10735917690397,Reimbursement Claims,Closed,Low,Mail,03-05-2023 12:49,01-06-2023 06:07,03-05-2023 14:26,03-05-2023 14:26,03-05-2023 14:41,2,,0,1,112,112,112,112,112,112,112,-
318509,8572648202269,Support,Closed,Low,Closed Ticket,03-05-2023 12:59,06-06-2023 06:11,03-05-2023 13:00,03-05-2023 13:00,08-05-2023 11:38,119,Offered,0,2,137,7119,3519,7119,3519,7120,3520,-
318511,7223472162077,Support,Closed,Low,Internal Communication,03-05-2023 13:00,01-06-2023 06:07,03-05-2023 13:00,03-05-2023 13:00,03-05-2023 14:26,1,Offered,0,2,2,87,87,87,87,87,87,-
318512,10736086900765,Support,Closed,Urgent,Internal Communication,03-05-2023 13:00,02-06-2023 06:08,03-05-2023 13:29,03-05-2023 13:29,04-05-2023 18:03,29,Offered,0,3,59,1743,1023,1743,1023,1743,1023,-
318515,7302819460765,Reimbursement Claims,Closed,Low,Mail,03-05-2023 13:03,07-06-2023 06:09,03-05-2023 14:26,03-05-2023 14:26,10-05-2023 00:12,155,,0,3,111,9310,4797,9310,4797,9309,4796,-
318524,7242770282013,Support,Closed,Low,Mail,03-05-2023 13:06,02-06-2023 06:08,03-05-2023 13:28,03-05-2023 13:28,04-05-2023 13:58,25,Offered,0,1,771,1491,771,1491,771,1492,772,Claims
318531,7355241048477,Support,Closed,Low,Mail,03-05-2023 13:11,04-06-2023 06:02,03-05-2023 13:28,03-05-2023 13:28,06-05-2023 19:21,78,Offered,0,2,837,4690,2530,4690,2530,4690,2530,Health ID
318540,9162742847645,Support,Closed,Urgent,Internal Communication,03-05-2023 13:21,07-06-2023 06:09,03-05-2023 13:29,03-05-2023 13:29,09-05-2023 13:00,144,Offered,0,1,3696,8620,4300,8620,4300,7296,3696,-
318541,10611158893597,Support,Closed,Low,Mail,03-05-2023 13:21,04-06-2023 06:02,03-05-2023 13:28,03-05-2023 13:28,06-05-2023 22:21,81,Offered,0,1,2618,4860,2618,4860,2618,4860,2618,Health ID
318544,7225075251741,Support,Closed,Low,Internal Communication,03-05-2023 13:23,02-06-2023 06:08,03-05-2023 13:25,03-05-2023 13:25,04-05-2023 10:18,21,Offered,0,3,2,1255,535,1255,535,1256,536,-
318546,9641110172701,Support,Closed,Urgent,Internal Communication,03-05-2023 13:24,07-06-2023 06:43,03-05-2023 13:29,03-05-2023 13:29,11-05-2023 15:59,195,Offered,0,4,32,11675,5915,11675,5915,11675,5915,-
318561,8597685748893,Support,Closed,Low,Mail,03-05-2023 13:29,02-06-2023 06:08,03-05-2023 15:12,03-05-2023 15:12,04-05-2023 15:35,26,Offered,0,2,112,1566,846,1566,846,1566,846,-
318564,7302568963485,Support,Closed,Low,Mail,03-05-2023 13:29,03-06-2023 06:07,03-05-2023 15:13,03-05-2023 15:13,05-05-2023 13:38,48,Offered,0,3,164,2889,1449,2889,1449,2889,1448,Claims
318567,10736801793949,Support,Closed,Low,Mail,03-05-2023 13:32,01-06-2023 06:07,03-05-2023 15:13,03-05-2023 15:13,03-05-2023 15:40,2,Offered,0,1,128,128,128,128,128,128,128,Claims
318572,10082855727645,Support,Open,Low,Mail,03-05-2023 13:40,03-05-2023 17:36,03-05-2023 14:48,03-05-2023 14:48,,,,0,1,204,,,,,69,69,-
318575,10737028335901,Support,Closed,Low,Mail,03-05-2023 13:41,02-06-2023 06:08,03-05-2023 15:14,03-05-2023 15:14,04-05-2023 22:11,33,Offered,0,3,130,1950,1158,1950,1158,1951,1159,Others
318584,10734448759069,Reimbursement Claims,Closed,Low,Mail,03-05-2023 13:48,02-06-2023 06:08,03-05-2023 22:23,03-05-2023 15:14,04-05-2023 13:37,24,,0,1,710,1430,710,1430,710,1430,710,-
318599,7302523479453,Reimbursement Claims,Closed,Low,Mail,03-05-2023 14:00,04-05-2023 13:47,03-05-2023 22:26,03-05-2023 22:26,04-05-2023 13:47,24,,0,1,706,1427,707,1427,707,1428,707,-
318601,7302812760861,Reimbursement Claims,Closed,Low,Mail,03-05-2023 14:04,07-06-2023 06:43,03-05-2023 22:25,03-05-2023 22:25,11-05-2023 11:15,189,,0,2,500,11351,5591,11351,5591,11350,5590,-
318603,10737739343901,Support,Closed,Low,Mail,03-05-2023 14:09,01-06-2023 06:07,03-05-2023 15:14,03-05-2023 15:14,03-05-2023 15:26,1,Offered,0,1,77,77,77,77,77,77,77,-
318613,7251423326365,Support,Closed,Low,Mail,03-05-2023 14:21,07-06-2023 06:43,03-05-2023 15:15,03-05-2023 15:15,14-05-2023 13:15,263,Offered,0,1,2760,15774,7854,15774,7854,15773,7853,-
318617,7302868072605,Onboardings,Closed,Low,Mail,03-05-2023 14:25,07-06-2023 06:43,03-05-2023 16:20,03-05-2023 16:20,17-05-2023 17:53,339,,0,10,134,20368,10288,20368,10288,205,205,-
318620,10609705128093,Reimbursement Claims,Closed,Low,Mail,03-05-2023 14:25,01-06-2023 06:07,03-05-2023 22:26,03-05-2023 22:26,03-05-2023 22:26,8,,0,0,,480,394,480,394,480,394,-
318624,10609705128093,Reimbursement Claims,Closed,Low,Mail,03-05-2023 14:25,01-06-2023 06:09,03-05-2023 22:26,03-05-2023 22:26,03-05-2023 22:26,8,,0,0,,480,394,480,394,480,394,-
318626,7273476669981,Support,Closed,Low,Internal Communication,03-05-2023 14:26,07-06-2023 06:09,03-05-2023 14:45,03-05-2023 14:45,09-05-2023 18:07,148,Offered,0,6,393,8861,4541,8861,4541,8861,4541,Claims
318632,10714060535709,Reimbursement Claims,Closed,Low,Mail,03-05-2023 14:31,07-06-2023 06:43,16-05-2023 10:15,03-05-2023 22:27,17-05-2023 17:57,339,,0,5,462,20366,10286,20366,10286,20365,10287,-
318639,7302868675613,Onboardings,Solved,Low,Mail,03-05-2023 14:39,07-06-2023 17:11,04-05-2023 10:58,04-05-2023 10:58,07-06-2023 17:11,843,,0,4,470,50552,25352,50552,25352,1532,812,-
318641,7223253285533,Onboardings,Closed,Low,Mail,03-05-2023 14:39,02-06-2023 06:08,04-05-2023 10:25,04-05-2023 10:25,04-05-2023 10:25,20,,0,0,,1186,466,1186,466,1186,466,-
318649,7223472162077,Support,Closed,Low,Internal Communication,03-05-2023 14:44,01-06-2023 06:09,03-05-2023 14:46,03-05-2023 14:46,03-05-2023 21:15,7,Offered,0,1,376,391,376,391,376,391,376,-
318651,8935117196573,Support,Closed,Low,Mail,03-05-2023 14:45,11-06-2023 21:37,03-05-2023 15:15,03-05-2023 15:15,22-05-2023 21:01,462,Offered,0,1,181,27735,14054,27735,14054,27736,14055,HR Queries
318652,7303399297053,Reimbursement Claims,Closed,Low,Mail,03-05-2023 14:46,04-05-2023 17:29,03-05-2023 22:27,03-05-2023 22:27,04-05-2023 17:29,27,,0,0,,1603,883,1603,883,1603,883,-
318670,7302808395293,Support,Closed,Low,Mail,03-05-2023 14:57,18-06-2023 10:34,03-05-2023 15:01,03-05-2023 15:01,29-05-2023 10:05,619,Offered,0,4,28,37148,18428,37148,18428,37148,18428,-
318675,7303317119773,Support,Closed,Low,Internal Communication,03-05-2023 14:59,01-06-2023 06:09,03-05-2023 15:03,03-05-2023 15:03,03-05-2023 15:43,1,Offered,0,3,1,44,44,44,44,43,43,-
318680,7419260373405,Reimbursement Claims,Solved,Low,Mail,03-05-2023 15:03,01-06-2023 10:24,03-05-2023 22:27,03-05-2023 22:27,01-06-2023 10:24,691,,0,7,1656,41482,20602,41482,20602,41483,20602,-
318683,7223253285533,Support,Closed,Low,Internal Communication,03-05-2023 15:05,01-06-2023 06:09,03-05-2023 15:15,03-05-2023 15:15,03-05-2023 16:04,1,Offered,0,1,59,59,59,59,59,59,59,-
318695,10739310016157,Reimbursement Claims,Hold,Low,OutBound,03-05-2023 15:18,14-06-2023 00:33,15-05-2023 18:47,03-05-2023 15:18,,,,0,7,3942,,,,,59595,29682,-
318696,10212365570205,Onboardings,Closed,Low,Mail,03-05-2023 15:18,01-06-2023 06:09,03-05-2023 18:47,03-05-2023 18:47,03-05-2023 18:47,3,,0,0,,208,208,208,208,208,208,-
318698,8334227132829,Support,Closed,Low,Internal Communication,03-05-2023 15:20,01-06-2023 06:09,03-05-2023 15:30,03-05-2023 15:30,03-05-2023 21:05,6,Offered,0,1,340,345,340,345,340,344,339,-
318715,7303317119773,Support,Closed,Low,Internal Communication,03-05-2023 15:31,01-06-2023 06:09,03-05-2023 17:44,03-05-2023 17:44,03-05-2023 18:04,3,Offered,0,2,1,153,153,153,153,153,153,-
318716,9599825847965,Reimbursement Claims,Closed,Low,Mail,03-05-2023 15:32,12-05-2023 12:21,03-05-2023 15:39,03-05-2023 15:39,12-05-2023 12:21,213,,0,3,532,12769,6289,12769,6289,12769,6289,-
318721,7303068617629,Endorsements,Closed,Low,Internal Communication,03-05-2023 15:36,07-06-2023 06:43,12-05-2023 14:42,12-05-2023 14:42,15-05-2023 11:35,284,,0,0,,17039,8399,17039,8399,17038,8398,-
318727,8802511288605,Reimbursement Claims,Closed,Low,Mail,03-05-2023 15:40,17-05-2023 00:56,03-05-2023 22:28,03-05-2023 22:28,17-05-2023 00:56,321,,0,1,435,19276,9680,19276,9680,19277,9680,-
318748,7302321871261,Support,Closed,Low,Mail,03-05-2023 15:49,04-05-2023 12:27,03-05-2023 17:57,03-05-2023 17:57,04-05-2023 12:27,21,Offered,0,1,517,1237,517,1237,517,1237,517,-
318752,7262295813917,Support,Closed,Low,Mail,03-05-2023 15:53,12-06-2023 17:36,03-05-2023 17:57,03-05-2023 17:57,23-05-2023 16:53,481,5,0,5,787,28859,14459,28859,14459,28859,14459,-
318753,8802511288605,Reimbursement Claims,Closed,Low,Mail,03-05-2023 15:53,03-05-2023 22:28,03-05-2023 22:28,03-05-2023 22:28,03-05-2023 22:28,7,,0,0,,395,306,395,306,395,306,-
318760,7302321871261,Support,Closed,Low,Mail,03-05-2023 15:58,04-06-2023 06:02,03-05-2023 17:57,03-05-2023 17:57,06-05-2023 12:26,68,5,0,2,508,4107,1947,4107,1947,4107,1947,-
318763,9356484446365,Reimbursement Claims,Closed,Low,OutBound,03-05-2023 16:01,07-06-2023 06:43,03-05-2023 16:01,03-05-2023 16:01,11-05-2023 11:57,188,,0,0,,11276,5516,11276,5516,11276,5516,-
318775,10309243733149,Onboardings,Solved,Low,Mail,03-05-2023 16:13,10-06-2023 13:46,05-05-2023 12:32,05-05-2023 12:32,10-06-2023 13:46,910,,0,0,,54573,27213,54573,27213,54573,27213,-
318778,6764218515229,Support,Closed,Low,Internal Communication,03-05-2023 16:16,01-06-2023 06:09,03-05-2023 17:47,03-05-2023 17:47,03-05-2023 17:47,2,Offered,0,0,,91,91,91,91,91,91,-
318780,7303606822685,Reimbursement Claims,Closed,Low,Mail,03-05-2023 16:21,11-05-2023 11:46,03-05-2023 22:29,03-05-2023 22:29,11-05-2023 11:46,187,,0,0,,11244,5484,11244,5484,11244,5484,-
318782,10721265987741,Reimbursement Claims,Closed,Low,Mail,03-05-2023 16:25,02-06-2023 06:08,03-05-2023 22:31,03-05-2023 22:31,04-05-2023 10:34,18,,0,1,369,1089,369,1089,369,1089,369,-
318789,7303317119773,Support,Closed,Low,Internal Communication,03-05-2023 16:28,01-06-2023 06:09,03-05-2023 17:45,03-05-2023 17:45,03-05-2023 17:51,1,Offered,0,2,0,83,83,83,83,82,82,-
318795,9228356151709,Endorsements,Pending,Low,Closed Ticket,03-05-2023 16:38,09-05-2023 18:27,05-05-2023 12:30,05-05-2023 12:30,,,,0,0,,,,,,8748,4428,-
318806,7302859366685,Support,Closed,Low,Mail,03-05-2023 16:44,07-06-2023 06:43,03-05-2023 17:42,03-05-2023 17:42,17-05-2023 15:51,335,Offered,0,2,466,20107,10027,20107,10027,20107,10028,HR Queries
318807,7302804598173,Support,Closed,Low,Mail,03-05-2023 16:46,02-06-2023 06:08,03-05-2023 17:57,03-05-2023 17:57,04-05-2023 15:31,23,Offered,0,1,225,1365,645,1365,645,1365,645,HR Queries
318830,10383875144093,Reimbursement Claims,Closed,Low,OutBound,03-05-2023 17:03,13-06-2023 18:37,15-05-2023 18:21,03-05-2023 17:03,24-05-2023 18:10,505,,0,4,281,30307,15187,30307,15187,30307,15187,-
318836,9152381566237,Reimbursement Claims,Closed,Low,Mail,03-05-2023 17:09,03-06-2023 06:07,03-05-2023 22:33,03-05-2023 22:33,05-05-2023 16:33,47,,0,2,770,2843,1403,2843,1403,2843,1403,-
318846,10742072366109,Support,Closed,Low,Mail,03-05-2023 17:14,02-06-2023 06:08,03-05-2023 17:57,03-05-2023 17:57,04-05-2023 13:37,20,Offered,0,2,146,1223,503,1223,503,1223,503,Health ID
318855,10742275999517,Support,Closed,Low,Mail,03-05-2023 17:24,01-06-2023 06:09,03-05-2023 17:57,03-05-2023 17:57,03-05-2023 17:57,1,Offered,0,0,,33,33,33,33,33,33,-
318858,8490025766685,Reimbursement Claims,Hold,Low,OutBound,03-05-2023 17:26,15-06-2023 15:46,15-05-2023 10:39,03-05-2023 17:26,,,,0,7,3813,,,,,61823,30861,-
318865,7302470070429,Reimbursement Claims,Closed,Low,Mail,03-05-2023 17:35,09-05-2023 08:36,09-05-2023 08:36,09-05-2023 08:36,09-05-2023 08:36,135,,0,0,,8101,3805,8101,3805,8101,3805,-
318866,7303443802525,Support,Closed,Low,Mail,03-05-2023 17:37,07-06-2023 06:43,03-05-2023 17:58,03-05-2023 17:58,10-05-2023 21:46,172,5,0,5,91,10329,5243,10329,5243,10329,5243,Claims
318873,10742792654365,Support,Closed,Low,Mail,03-05-2023 17:44,07-06-2023 06:43,03-05-2023 17:58,03-05-2023 17:58,14-05-2023 12:32,259,Offered,0,1,195,15528,7608,15528,7608,15528,7608,Claims
318877,8629484357917,Reimbursement Claims,Solved,Low,Mail,03-05-2023 17:48,02-06-2023 16:27,03-05-2023 22:33,03-05-2023 22:33,02-06-2023 16:27,719,,0,11,487,43119,21519,43119,21519,43121,21521,-
318889,7303010599965,Onboardings,Open,Low,Mail,03-05-2023 18:00,10-05-2023 10:32,10-05-2023 10:32,10-05-2023 10:32,,,,0,1,1149,,,,,9633,4593,-
318896,8609798470557,Reimbursement Claims,Closed,Low,Mail,03-05-2023 18:08,07-06-2023 06:43,03-05-2023 22:34,03-05-2023 22:34,14-05-2023 15:13,261,,0,1,3051,15665,7745,15665,7745,15665,7745,-
318898,10743416140061,Support,Closed,Low,Mail,03-05-2023 18:10,04-06-2023 06:02,04-05-2023 10:13,04-05-2023 10:13,06-05-2023 09:29,63,5,0,2,249,3799,1639,3799,1639,3799,1639,-
